Site_ID,Site_Name,Sample_Name,Field_Staff,Date,Time_Zone,Time_Arriving,Time_Leaving,Latitude,Longitude,GPS_Accuracy,Manta_Time_Turned_On,Manta_Start_Time,Manta_End_Time,Manta_Time_Turned_Off,Manta_SN,BaroTROLL_Time_Turned_On,BaroTROLL_Start_Time,BaroTroll_End_Time,BaroTroll_Time_Turned_Off,BaroTroll_SN,YSI_SN,Notes
T06,American River,RC2_0091,Stephanie_Fulton; Sophia McKever,8/18/2021,PST,14:52:00,15:32:00,46.977673,-121.168378,33,7:13:00,14:58,15:27,15:30,03214656L,6:00:00,14:54:00,15:30,21:00:00,801493,15K100760,"Not sure we captured full spectrolyzer fingerprint. It ""stopped measuring"" when I hit the screen to wake it up.
Region is on Evacuation Level 3.
River remains shallow and ~30 ft wide. Sunny; no clouds; down-canyon wind.
New YSI data (L/N #180327JEN601023 EcoSense ODO200M):
Sample #1 
Time: 15:03
Temp: 14.4
DO %: 95.3
DO mg/L: 7.84
Sample #2 
Time: 15:10
Temp: 14.3
DO %: 94.3
DO mg/L: 7.77
NOTE: I question the data accuracy due to the substantial differences between the old and new YSI measurements for DO mg/L. Is this an issue with either a temperature or barometric pressure correction (i.e.; does the new YSI correct for BP/temp?)?
"
T07,Yakima at Kiona,RC2_0097,Lupita_Renteria; Sophia McKever,9/7/2021,PST,7:24:00,9:55:00,46.255319,-119.47405,16,7:43:00,7:50,-9999,13:13,03214660L,7:00:00,7:25:00,9:51,21:00:00,801493,15K100760,"Spectrolyzer blank start: 8:37 PST; end: 8:46 PST
*Note: Manta SN temporarily entered as ""4659L"" because ""4660L"" is not currently an option in Google Form. Need to edit Google Form responses; and modify Google Form. Update: Google Form edited to include the following additions: 1) two more manta serial numbers; 2) the new YSI serial number; and 3) new fields/section for the spectrolyzer blank data
**Note: barotroll ""time turned off"" entered only with the time; not the correct date. Need to modify Google Form to accept different dates than sampling dates."
T02,Yakima at Mabton,RC2_0098,Lupita_Renteria; Sophia McKever,9/7/2021,PST,10:40:00,13:18:00,46.232095,-119.999901,16,7:43:00,10:55,13:10,13:13,03214660L,7:00:00,10:55:00,-9999,20:00:00,801493,15K100760,"*Note: Manta SN temporarily entered as ""4659L"" because ""4660L"" is not currently an option in Google Form. Need to edit Google Form responses; and modify Google Form. Update: Google Form edited to include the following additions: 1) two more manta serial numbers; 2) the new YSI serial number; and 3) new fields/section for the spectrolyzer blank data.
**Note: barotroll ""time turned off"" entered only with the time; not the correct date. Need to modify Google Form to accept different dates than sampling dates."
T03,Yakima at Union Gap,RC2_0099,Lupita_Renteria; Sophia McKever,9/8/2021,PST,8:08:00,10:40:00,46.530817,-120.470337,16,8:20:00,8:22,10:30,14:01,03214660L,7:00:00,8:20:00,10:40,20:00:00,801493,15K100760,"Spectrolyzer blank start: 8:27; blank stop: 8:36
*Note: Manta SN temporarily entered as ""4659L"" because ""4660L"" is not currently an option in Google Form. Need to edit Google Form responses; and modify Google Form. Update: Google Form edited to include the following additions: 1) two more manta serial numbers; 2) the new YSI serial number; and 3) new fields/section for the spectrolyzer blank data
**Note: barotroll ""time turned off"" entered only with the time; not the correct date. Need to modify Google Form to accept different dates than sampling dates."
T42,Naches River Craig Road 2,RC2_0100,Lupita_Renteria; Sophia McKever,9/8/2021,PST,11:33:00,14:05:00,46.728776,-120.713733,16,8:20:00,11:39,14:00,14:01,03214660L,7:00:00,11:33:00,14:04,20:00:00,801493,15K100760,"YSI not responding even after switching out batteries.
Site was recorded in the field as ""Little Naches;"" but Steph checked coordinates and site is actually Naches at Craig Road 2. Confirmed with Lupita on 9/20/21.
*Note: Manta SN temporarily entered as ""4659L"" because ""4660L"" is not currenty an option in Google Form. Need to edit Google Form responses; and update Google Form. 
**Note: barotroll ""time turned on"" entered only with the time; not the correct date. Need to modify Google Form to accept different dates than sampling dates."
T07,Yakima at Kiona,RC2_0106,Stephanie_Fulton; Sophia McKever,9/16/2021,PST,7:30:00,8:26:00,46.255277,-119.474038,16,7:42:00,7:45,8:24,14:57,03214654L,6:00:00,7:48:00,8:24,21:00:00,802185,15K100760,"Spectrolyzer blank values: NO3 = 0.07 mg/L; TOC = 0.75 mg/L; DOC = 0.35 mg/L; temp = 19.15 degrees C.
New YSI data (L/N #180327JEN601023 EcoSense ODO200M):
Sample #1 
Time: 8:05
Temp: 18.0
DO %: 86.2
DO mg/L: 8.15
Sample #2 
Time: 8:15
Temp: 18.0
DO %: 86.9
DO mg/L:  8.22
NOTE: I question the data accuracy due to the substantial differences between the old and new YSI measurements for DO mg/L. Is this an issue with either a temperature or barometric pressure correction (i.e.; does the new YSI correct for BP/temp?)? YSI was calibrated w/ correct salinity values; and differences in values are substantially less; particularly as the day went on; so I'm less concerned.
River may be at highest level since sampling began (?). Fairly turbid and cooler than it's been in months (?). Saw vegetation management vehicles and staff heading out on fan boats.
Weather is clear; no clouds; and cool (53 degrees F)."
T02,Yakima at Mabton,RC2_0105,Stephanie_Fulton; Sophia McKever,9/16/2021,PST,9:10:00,10:10:00,46.232095,-119.99998,16,7:42:00,9:22,10:02,14:57,03214654L,6:00:00,9:13:00,10:09,21:00:00,802185,15K100760,"New YSI data (L/N #180327JEN601023 EcoSense ODO200M):
Sample #1 
Time: 9:44
Temp: 17.8
DO %: 94.3
DO mg/L: 8.95
Sample #2 
Time: 9:54
Temp: 17.8
DO %: 95.1
DO mg/L:  9.04
NOTE: I question the data accuracy due to the substantial differences between the old and new YSI measurements for DO mg/L. Is this an issue with either a temperature or barometric pressure correction (i.e.; does the new YSI correct for BP/temp?)? YSI was calibrated w/ correct salinity values; and differences in values are substantially less; particularly as the day went on; so I'm less concerned.
River is very high and quite turbid compared to previous sampling events. Deployed sensors (all 4) from tripod at boat ramp in ~2 ft of water. 
Clear; cool; and sunny (59 degrees F)."
T03,Yakima at Union Gap,RC2_0104,Stephanie_Fulton; Sophia McKever,9/16/2021,PST,11:00:00,11:36:00,46.530789,-120.470441,16,7:42:00,11:06,11:36,14:57,03214654L,6:00:00,11:07:00,11:35,21:00:00,802185,15K100760,"New YSI data (L/N #180327JEN601023 EcoSense ODO200M):
Sample #1 
Time: 11:02
Temp: 15.2
DO %: 109.6
DO mg/L: 11.01
Sample #2 
Time: 11:28
Temp: 15.2
DO %: 110.1
DO mg/L:  11.04
NOTE: I question the data accuracy due to the substantial differences between the old and new YSI measurements for DO mg/L. Is this an issue with either a temperature or barometric pressure correction (i.e.; does the new YSI correct for BP/temp?)? YSI was calibrated w/ correct salinity values; and differences in values are substantially less; particularly as the day went on; so I'm less concerned.
River appeared very high as we drove in but upon arrival found it to be lower than last week (up to the 3rd concrete boat ramp dock). All four sensors were deployed on rocky river bottom immediately downstream of ramp. Sky is clear; slight breeze; and 66 degrees F. Water is blue-green and slightly turbid."
T42,Naches River Craig Road 2,RC2_0103,Stephanie_Fulton; Sophia McKever,9/16/2021,PST,12:30:00,13:13:00,46.728798,-120.713653,16,7:42:00,12:38,13:12,14:57,03214654L,6:00:00,12:31:00,13:10,21:00:00,802185,15K100760,"New YSI data (L/N #180327JEN601023 EcoSense ODO200M):
Sample #1 
Time: 12:53
Temp: 16.7
DO %: 101.5
DO mg/L: 9.86
Sample #2 
Time: 13:02
Temp: 16.8
DO %: 101.5
DO mg/L:  9.85
River level is up and turbid (glacial flour?); and very swift. Water running in side channel again; some bits of bark seen on surface. Clear; sunny; and no sign of haze from Schneider Springs fire. 
Barotroll mistakenly left on the ground from the time of arrival until 1:02; then hung in tree."
T06,American River,RC2_0101,Stephanie_Fulton; Sophia McKever,9/16/2021,PST,14:21:00,15:00:00,46.977613,-121.168419,33,7:42:00,14:28,14:53,14:57,03214654L,6:00:00,14:23:00,14:52,21:00:00,802185,15K100760,"New YSI data (L/N #180327JEN601023 EcoSense ODO200M):
Sample #1 
Time: 14:39
Temp: 9.4
DO %: 93.3
DO mg/L: 10.67
Sample #2 
Time: 14:48
Temp: 9.4
DO %: 93.3
DO mg/L:  10.66
Were able to access site despite road closures due to Schneider Springs fire. Highway 410 open all the way to Chinook Pass. River is lowest I've seen to date but clear and cold. Only ~25 ft across and 1 to 2 ft deep. Sensors deployed 6 to 10 ft from bank ~12 ft upstream of riffle/step. Mild haze but saw smoke plumes on cliffs opposite Naches River on drive up. e will be allowed to sample at Little Naches Campground going forward because we are federal employees."
T07,Yakima at Kiona,RC2_0118,Stephanie_Fulton; Lupita_Renteria,9/30/2021,PST,6:48:00,7:24:00,46.255319,-119.47411,11,6:52:00,6:59,7:18,12:44,03214660L,6:30:00,6:54:00,7:22,20:00:00,801493,YSI_EcoSense_ODO200,"Sunny with scattered clouds and 54 degrees F.
Water level slightly lower than last week. Turbid with visible suspended particulates (algae/POM?).
Deployed Manta and YSI from tree roots with sensors directed into flowing river. Spectrolyzer deployed ~6 ft downstream angled into river flow."
T02,Yakima at Mabton,RC2_0117,Stephanie_Fulton; Lupita_Renteria,9/30/2021,PST,8:12:00,8:37:00,46.232067,-119.999943,16,6:52:00,8:16,8:35,12:44,03214660L,6:30:00,8:13:00,8:35,20:00:00,801493,YSI_EcoSense_ODO200,"Sunny with no clouds; very still; and 57 degrees F.
River seems to have dropped slightly since last week. Very slow-moving and seems slightly less turbid than usual.
Manta and YSI deployed on gravel bed before concrete boat ramp; ~10-12 ft from bank. Spectrolyzer deployed ~5 ft from bank."
T03,Yakima at Union Gap,RC2_0116,Stephanie_Fulton; Lupita_Renteria,9/30/2021,PST,9:27:00,9:52:00,46.530736,-120.470369,16,6:52:00,9:32,9:51,12:44,03214660L,6:30:00,9:33:00,9:52,20:00:00,801493,YSI_EcoSense_ODO200,"Sunny with scattered clouds; slight breeze; and large clouds to the west along the crest of the Cascades.
Water level seems lower than last week; plus temperature is dropping. 
Significant amount of suspended particles (algae/POM??). Manta and YSI deployed just downstream of boat ramp on rocky channel bottom."
T42,Naches River Craig Road 2,RC2_0115,Stephanie_Fulton; Lupita_Renteria,9/30/2021,PST,10:27:00,10:54:00,46.728791,-120.713717,16,6:52:00,10:34,10:53,12:44,03214660L,6:30:00,10:35:00,10:52,20:00:00,801493,YSI_EcoSense_ODO200,"Sunny and warm (63 degrees F) with scattered large clouds and heavy cloudbank up-valley on mountain ridges.
River has receded again - no flow in side channel. Warmer here than at Union Gap. Also relatively turbid for this site but less greenish-blue than last week."
T05P,Little Naches at Nile,RC2_0114,Stephanie_Fulton; Lupita_Renteria,9/30/2021,PST,11:40:00,12:02:00,46.988862,-121.098343,16,6:52:00,11:45,12:02,12:44,03214660L,6:30:00,11:42:00,12:01,20:00:00,801493,YSI_EcoSense_ODO200,"Cool; overcast; and threatening rain. Light rain started ~half-way through sampling.
Sampled same location as last week on bank opposite campground; which remains closed.
YSI and Manta deployed ~4-5 ft from bank in ~3-4 ft of water. Spectrolyzer laid on rocky bank in >1 ft of water. River continues to drop and is getting significantly cooler than even several weeks ago."
T06,American River,RC2_0113,Stephanie_Fulton; Lupita_Renteria,9/30/2021,PST,12:15:00,12:45:00,46.977725,-121.168334,33,6:52:00,12:20,12:42,12:44,03214660L,6:30:00,12:22:00,12:43,20:00:00,801493,YSI_EcoSense_ODO200,"*Check Manta start time against log file. Checked and corrected; 10/1/21.
Cloudy with scattered rain and strong down-canyon wind. (Air) Temperature is dropping quickly.
River continues to recede; and is getting shallower and shallower. Difficult to find deep enough spot to deploy Manta; which was deployed with YSI ~4-6 ft from bank in <8"" of water. Spectrolyzer deployed ~3 ft from bank.
Leaves are starting to fall and leaf packs are forming (temporarily) behind rocks."
T07,Yakima at Kiona,RC2_0130,Lupita_Renteria; Sophia McKever,10/13/2021,PST,6:43:00,7:20:00,46.255316,-119.474064,16,7:00:00,7:01,7:15,11:58,03214656L,6:00:00,7:00:00,7:15,20:00:00,802185,YSI_EcoSense_ODO200,Spectrolyzer was not working with any batteries. Overcast; high water; tree litter.
T02,Yakima at Mabton,RC2_0129,Lupita_Renteria; Sophia McKever,10/13/2021,PST,7:58:00,8:15:00,46.232088,-119.999936,16,7:00:00,7:58,8:11,11:58,03214656L,6:00:00,7:59:00,8:13,20:00:00,802185,YSI_EcoSense_ODO200,No spectrolyzer
T03,Yakima at Union Gap,RC2_0128,Lupita_Renteria; Sophia McKever,10/13/2021,PST,9:05:00,9:24:00,46.530887,-120.47033,17,7:00:00,9:09,9:22,11:58,03214656L,6:00:00,9:09:00,9:22,20:00:00,802185,YSI_EcoSense_ODO200,A lot of biofilms. clear sky; no spectrolyzer data. We saw a lot of floating apples floating through the channel.
T42,Naches River Craig Road 2,RC2_0127,Lupita_Renteria; Sophia McKever,10/13/2021,PST,9:58:00,10:17:00,46.72877,-120.71365,17,7:00:00,10:01,10:14,11:58,03214656L,6:00:00,10:01:00,10:16,20:00:00,802185,YSI_EcoSense_ODO200,No spectrolyzer data. Sunny; clear; low water. A lot of biofilm
T05P,Little Naches at Nile,RC2_0126,Lupita_Renteria; Sophia McKever,10/13/2021,PST,11:15:00,11:30:00,46.988913,-121.098199,18,7:00:00,11:15,11:28,11:58,03214656L,6:00:00,11:15:00,11:26,20:00:00,802185,YSI_EcoSense_ODO200,Super windy; sunny; clear sky. A lot of biofilm
T06,American River,RC2_0125,Lupita_Renteria; Sophia McKever,10/13/2021,PST,11:40:00,12:00:00,46.977645,-121.168415,15,7:00:00,11:41,11:56,11:58,03214656L,6:00:00,11:41:00,11:58,20:00:00,802185,YSI_EcoSense_ODO200,No spectrolyzer. Sunny; clear sky; a lot of biofilm.
T07,Yakima at Kiona,RC2_0136,Stephanie_Fulton; Lupita_Renteria,10/21/2021,PST,6:35:00,7:09:00,46.255332,-119.474079,17,6:41:00,6:46,7:05,12:53,03214656L,6:00:00,6:40:00,7:05,21:00:00,802185,YSI_EcoSense_ODO200,Cold with high clouds (~43 degrees F). River is high and at approximately the same stage as my (SF) last visit on 10/7. Water is very murky and turbid. Sterivex filter clogged early; after about 5 syringe-fulls. All three sensors (Manta; YSI; and spectrolyzer) deployed from bank tied off to tree roots.
T02,Yakima at Mabton,RC2_0135,Stephanie_Fulton; Lupita_Renteria,10/21/2021,PST,7:45:00,8:15:00,46.232141,-119.999939,16,6:41:00,7:53,8:13,12:53,03214656L,6:00:00,7:47:00,8:12,21:00:00,802185,YSI_EcoSense_ODO200,Cold (~45 degrees F) with high clouds and sun breaking through. Lots of vegetation washed up on boat ramp. River is quite high and turbid; but appears less so than Kiona. Sensors deployed 7-10 ft from shore on rocky (gravel) bed of boat ramp.
T03,Yakima at Union Gap,RC2_0134,Stephanie_Fulton; Lupita_Renteria,10/21/2021,PST,9:05:00,9:32:00,46.530863,-120.47037,16,6:41:00,9:14,9:33,12:53,03214656L,6:00:00,9:08:00,9:31,21:00:00,802185,YSI_EcoSense_ODO200,Cool (51 degrees F) with high clouds. Substantial POM in river so relatively turbid. River is lower than recent past with substantially more exposed gravel bars and shoreline upstream than we typically see. YSI; Manta; and spectrolyzer deployed on or just downstream of (Manta) boat ramp.
T42,Naches River Craig Road 2,RC2_0133,Stephanie_Fulton; Lupita_Renteria,10/21/2021,PST,10:22:00,10:50:00,46.728853,-120.713699,16,6:41:00,10:27,10:49,12:53,03214656L,6:00:00,10:22:00,10:45,21:00:00,802185,YSI_EcoSense_ODO200,Cool (55 degrees F) with high clouds. River is very narrow and shallow; ~8-10 inches in most places; but still running cold and clear. Numerous caddisfly (?) larvae attached to rocks with heavy biofilm layer.
T05P,Little Naches at Nile,RC2_0132,Stephanie_Fulton; Lupita_Renteria,10/21/2021,PST,11:35:00,12:04:00,46.989304,-121.098247,33,6:41:00,11:43,12:05,12:53,03214656L,6:00:00,11:38:00,12:02,21:00:00,802185,YSI_EcoSense_ODO200,Cool and overcast. River continuing to narrow and is relatively shallow with gravel bar exposed immediately downstream. Sensors deployed in large deep pool ~4-5 ft deep.
T06,American River,RC2_0131,Stephanie_Fulton; Lupita_Renteria,10/21/2021,PST,12:20:00,12:54:00,46.977632,-121.16851,33,6:41:00,12:28,12:50,12:53,03214656L,6:00:00,12:22:00,12:50,21:00:00,802185,YSI_EcoSense_ODO200,Cool and overcast. River is shallow with few pools and ~25-30 ft across. Shoreline is receding with 15-20 ft of exposed gravel/boulder substrate.
T07,Yakima at Kiona,RC2_0124,Stephanie_Fulton; Sophia McKever,10/7/2021,PST,6:48:00,7:34:00,46.255388,-119.473985,16,6:56:00,6:58,7:30,15:11,03214660L,6:30:00,6:50:00,7:32,20:00:00,801493,YSI_EcoSense_ODO200,Spectrolyzer blank: Start: 6:51 am; End: 6:59. NO3 mg/L: 0.00; TOC mg/L: 0.42; DOC mg/L: 0.28; Temp: 16.84 degrees C. Cold (42 degrees F); sunny with no clouds and very slight breeze. River has risen ~4-6 inches since last week; but flowing very slowly. Relatively clear with low turbidity.
T03,Yakima at Union Gap,RC2_0122,Stephanie_Fulton; Sophia McKever,10/7/2021,PST,9:00:00,9:36:00,46.530751,-120.470334,16,6:56:00,9:03,9:34,15:11,03214660L,6:30:00,9:08:00,9:35,20:00:00,801493,YSI_EcoSense_ODO200,Clear; sunny; cold (53 degrees F) with strong breeze. Missed exit for Mabton so arrived early at Union Gap. River seems ~0.5 ft lower than last week. Relatively swift flowing; low turbidity with some duckweed particles floating on surface. Sensors deployed off boat ramp - Manta/YSI immediately downstream and spectrolyzer on ramp.
T42,Naches River Craig Road 2,RC2_0121,Stephanie_Fulton; Sophia McKever,10/7/2021,PST,10:10:00,10:47:00,46.728791,-120.71363,16,6:56:00,10:16,10:42,15:11,03214660L,6:30:00,10:22:00,10:42,20:00:00,801493,YSI_EcoSense_ODO200,Sunny; no clouds; slight breeze; and 52 degrees F. River stage has maintained since last week. Still fairly turbid and greenish-blue in hue (glacial flour?). Spectrolyzer deployed ~5 ft from shore in ~6-8 inches of water; while Manta and YSI ~10-11 ft from shore in deeper (1-1.5 ft) of swifter water.
T05P,Little Naches at Nile,RC2_0120,Stephanie_Fulton; Sophia McKever,10/7/2021,PST,11:40:00,12:13:00,46.989017,-121.098255,33,6:56:00,11:46,12:11,15:11,03214660L,6:30:00,11:49:00,12:13,20:00:00,801493,YSI_EcoSense_ODO200,Sampling just upstream of bridge and downstream of campground (Little Naches Campground) on opposite bank of normal sampling location. River is getting substantially narrower and shallower (~1 ft) with the exception of several large; deep (4-5 ft) pools. Trees are turning yellow (deciduous cottonwoods; alder) and shrubs are drying out. Sensors deployed at base of rock bank in ~3 ft of water (YSI/Manta) and 2 ft (spectrolyzer).
T06,American River,RC2_0119,Stephanie_Fulton; Sophia McKever,10/7/2021,PST,12:27:00,12:58:00,46.977541,-121.168706,33,6:56:00,12:34,12:55,15:11,03214660L,6:30:00,12:29:00,12:57,20:00:00,801493,YSI_EcoSense_ODO200,Clear; cold (55 degrees F); and sunny with very slight down-canyon breeze. No evidence of fire today (no smoke; firefighters; etc.). River stage still dropping and channel narrowing with much exposed substrate. Some biofilm coating substrate but less dense than at Little Naches. Sensors deployed just above rapid ~5-6 ft from shore in ~10-12 inches of water.
T02,Yakima at Mabton,RC2_0123,Stephanie_Fulton; Sophia McKever,10/7/2021,PST,14:35:00,15:22:00,46.232054,-119.999914,16,6:56:00,14:41,15:04,15:11,03214660L,6:30:00,14:37:00,15:17,20:00:00,801493,YSI_EcoSense_ODO200,Sampled at Mabton in early afternoon instead of normal morning sampling because we missed the Mabton exist and drove on ahead to Union Gap and sampled north from there. River is exceptionally clear; more so than is typical for this location. Stage has also increased since last week. Large amounts of debris; including very large log (20-30 ft long and 2-3 ft in diameter) ;wracked behind bridge abutments. Manta; YSI; and spectrolyzer all deployed on gravel bottom in 1.5-2 ft of water ~10 ft from shore. Sunny; clear with a few clouds to the west and ~67 degrees F. *Accidentally pulled spectrolyzer out of the water before the manual readings were taken and fingerprint file was downloaded. Replaced probe in the water and let run another 9 minutes.
T07,Yakima at Kiona,RC2_0142,Stephanie_Fulton; Lupita_Renteria,10/28/2021,PST,6:40:00,7:20:00,46.255286,-119.474015,16,-9999,-9999,-9999,-9999,03214660L,6:00:00,6:42:00,7:16,21:00:00,801493,YSI_EcoSense_ODO200,"Cloudy; windy; and 52 degrees F. River stage very high and flow swiftly. Water is murky but only used 1 filter (Sterivex). Spectrolyzer was deployed from bank but settled into a leaf pack so readings were off (extremely high; e.g.; TOC 17.50!). Moved spectrolyzer adjacent to Manta and YSI extended into stream and changed start time. Manta and YSI extended/deployed from root ball on bank. *No Manta data collected because batteries died unexpectedly. Log file was downloaded on 10/29/21; but upon viewing found that no data had been logged during sampling and battery voltage was down to 6.02V. Voltage was 7.31 V during calibration on 10/27/21. Recorded all Manta times as ""N/A"" in Good metadata sheet."
T02,Yakima at Mabton,RC2_0141,Stephanie_Fulton; Lupita_Renteria,10/28/2021,PST,8:00:00,8:37:00,46.232072,-119.999868,16,-9999,-9999,-9999,-9999,03214660L,6:00:00,8:05:00,8:31,21:00:00,801493,YSI_EcoSense_ODO200,"Clearing sky; cloudy with sunshine; and 60 degrees F. Extremely windy; coming from the southwest. River stage is high with choppy waves and very clear for this site. Floating dead vegetation; garbage; and scum accumulated in the boat ramp ""cove."" YSI and Manta deployed from end of steel pipe on gravelly channel bottom about 10 ft from shore in about 1-1.5 feet of water. Spectrolyzer deployed just upstream and closer to shore. *No Manta data collected because batteries died unexpectedly. Log file was downloaded on 10/29/21; but upon viewing found that no data had been logged during sampling and battery voltage was down to 6.02 V. Voltage was 7.31 V during calibration on 10/27/21. Recorded all Manta times as ""NA"" in Google metadata sheet."
T03,Yakima at Union Gap,RC2_0140,Stephanie_Fulton; Lupita_Renteria,10/28/2021,PST,9:40:00,10:10:00,46.530739,-120.470419,16,-9999,-9999,-9999,-9999,03214660L,6:00:00,9:42:00,10:04,21:00:00,801493,YSI_EcoSense_ODO200,"*Check ""Time in water"" against log file. Blue sky with scattered clouds. Wind has died down here compared to Mabton. River appears less turbid than usual. Sensors deployed on boat ramp with spectrolyzer about 6 ft from shore in 10-12 in of water. YSI and Manta deployed at end of boat ramp using steep pipe and in 2.5 to 3 ft of water. *No Manta data collected because batteries died unexpectedly. Log file was downloaded on 10/29/21; but upon viewing found that no data had been logged during sampling and battery voltage was down to 6.02 V. Voltage was 7.31 V during calibration on 10/27/21. Recorded all Manta times as ""NA"" in Google metadata sheet. "
T42,Naches River Craig Road 2,RC2_0139,Stephanie_Fulton; Lupita_Renteria,10/28/2021,PST,11:00:00,11:27:00,46.728833,-120.713683,16,-9999,-9999,-9999,-9999,03214660L,6:00:00,11:00:00,11:23,21:00:00,801493,YSI_EcoSense_ODO200,"Sun with lots of clouds; 62 degrees F; and no wind. River is very shallow throughout the reach; probably 1-1.5 ft from bank to bank. Some leaf litter trapped behind rocks. All sensors deployed 6 to 8 ft from shore in ~10 inches of water. *No Manta data collected because batteries died unexpectedly. Log file was downloaded on 10/29/21; but upon viewing found that no data had been logged during sampling and battery voltage was down to 6.02 V. Voltage was 7.31 V during calibration on 10/27/21. Recorded all Manta times as ""NA"" in Google metadata sheet."
T05P,Little Naches at Nile,RC2_0138,Stephanie_Fulton; Lupita_Renteria,10/28/2021,PST,12:10:00,12:38:00,46.988781,-121.098358,33,-9999,-9999,-9999,-9999,03214660L,6:00:00,12:15:00,12:36,21:00:00,801493,YSI_EcoSense_ODO200,"Sunny with cloudy skies with slight up-canyon breeze. Must've rained just prior to our arrival as Highway 12/roads were wet. YSI and Manta deployed on rocky bank using steel pole in about 30-45 inches of water. Steady stream of yellow cottonwood leaves flowing/drifting down the center of the channel. *No Manta data collected because batteries died unexpectedly. Log file was downloaded on 10/29/21; but upon viewing found that no data had been logged during sampling. Battery voltage was 7.31 V during calibration on 10/27/21; but showed 6.02 V when viewed during data download. Recorded all Manta times as ""N/A"" in Google metadata sheet. "
T06,American River,RC2_0137,Stephanie_Fulton; Lupita_Renteria,10/28/2021,PST,12:50:00,13:25:00,46.977721,-121.168402,33,-9999,-9999,-9999,-9999,03214660L,6:00:00,12:53:00,13:17,21:00:00,801493,YSI_EcoSense_ODO200,"Cloudy with sun breaking through and slight down-canyon breeze. Leaves are really starting to accumulate along shoreline and in-stream behind rocks. Biofilm on channel substrate. Manta and YSI deployed about 10 ft from shore in less than 1 ft of water. Spectrolyzer laid on rocky channel bottom ~3 ft from shore. *Note: No data collected because the Manta batteries died unexpectedly. Log file was downloaded on 10/29/21; but upon viewing found that no data had been logged during sampling. Battery voltage was 7.31 V during calibration on 10/27/21; but showed 6.02 V when viewed during data download. Recorded all Manta times as ""N/A"" in Google metadata sheet.
"
T07,Yakima at Kiona,RC2_0148,Stephanie_Fulton; Lupita_Renteria,11/4/2021,PST,7:08:00,7:38:00,46.255377,-119.474091,17,7:14:00,7:16,7:37,14:41,03214660L,6:00:00,7:10:00,7:37,21:00:00,801493,YSI_EcoSense_ODO200,Joined by PNNL videographers Andrea Starr and Eddy (last name?). Cloudy and cool with rain predicted today. Water level has risen due to rain in the upper basin. Water now over the tree roots normally exposed in the bank where we typically deploy the sensors. Deployed YSI and Manta from same roots despite high water. Spectrolyzer deployed from bank about 5 ft downstream of YSI/Manta. 
T02,Yakima at Mabton,RC2_0147,Stephanie_Fulton; Lupita_Renteria,11/4/2021,PST,8:18:00,9:32:00,46.255377,-119.474091,17,7:14:00,8:30,8:50,14:41,03214660L,6:00:00,8:24:00,8:48,21:00:00,801493,YSI_EcoSense_ODO200,"Deploying autochamber today; SN AC-02. Inside miniDOT SN: 434434. Outside miniDOT SN: 748144. MiniDOTs turned on ~8:36 (~30 mins before Manta turned on; according to Matt Kaufman). Manta SN 4654L. Time turned on: 9:04. Time in water: 9:18. Autochamber system in place: 9:18. BaroTROLL SN 802181. Time started: 6:00. Scheduled stop time: 00:00 2022-01-01. Deployed in tree branch close to original sampling location. 
Overcast and sprinkling off and on. 51 degrees F.
River is high and turbid but flowing languidly. Appears to have risen laterally by one foot or more since arrived. Raining upstream.
All sensors deployed on gravel portion of boat ramp. Spectrolyzer TOC is exceptionally higher than normal (questionable?). Rain may be stirring up sediment?
Videographers accompanied us from Kiona to Mabton."
T03,Yakima at Union Gap,RC2_0146,Stephanie_Fulton; Lupita_Renteria,11/4/2021,PST,10:25:00,11:28:00,46.530807,-120.470369,16,7:14:00,10:34,10:57,14:41,03214660L,6:00:00,10:30:00,10:54,21:00:00,801493,YSI_EcoSense_ODO200,"Deploying autochambers today with Matt Kaufman at Union Gap just upstream of boat ramp along right-hand bank (facing upstream). Autochamber SN: AC-04. Inside miniDOT SN: 808854. Outside miniDOT SN: 444513. No miniDOT ""time turned on"" for either sensor. Manta SN: 4658L. Time turned on: 10:59. One autochamber valve broke so replaced with new valve. Autochamber system in place at 11:20. BaroTROLL SN: 802185. Time turned on: 6:00. Time turned off scheduled for 00:00 on 2022-01-01. Put out at 11:14 (deployed in tree branch on tree to the left of boat ramp).
Overcast but clearing and rain has stopped.
River level is approximately the same as last week but water seems less turbid. Choppy surface water.
Manta and YSI deployed immediately downstream of boat ramp ~12 ft from shore in ~2-3 ft of water.
Videographers also accompanied us to Union Gap and went home following autochamber deployment."
T42,Naches River Craig Road 2,RC2_0145,Stephanie_Fulton; Lupita_Renteria,11/4/2021,PST,12:05:00,12:40:00,46.728855,-120.713694,25,7:14:00,12:18,12:39,14:41,03214660L,6:00:00,12:13:00,12:35,21:00:00,801493,YSI_EcoSense_ODO200,Arrived later than usual due to autochamber deployment at Mabton and Union Gap. Thick film of sediment on exposed shoreline indicates river had risen at least one foot earlier today and then quickly receded. River remains shallow but temp continues to decrease. Overcast but no rain or sun.
